id	phylum	order	family	relative_average	group
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacteriaceae	Actinobacteria	Actinomycetales	Corynebacteriaceae	0.000140958	F7_D120
Bacteria;Tenericutes;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae	Tenericutes	Anaeroplasmatales	Anaeroplasmataceae	0.001911795	F7_D120
Bacteria;Firmicutes;Clostridia;Clostridiales;Mogibacteriaceae	Firmicutes	Clostridiales	Mogibacteriaceae	0.006113071	F7_D120
Bacteria;Firmicutes;Clostridia;Clostridiales;Dehalobacteriaceae	Firmicutes	Clostridiales	Dehalobacteriaceae	0.000395058	F7_D120
Others	Others	Others	Others	0.222559458	F7_D120
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae	Bacteroidetes	Bacteroidales	Paraprevotellaceae	0.044156895	F7_D240
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae	Bacteroidetes	Bacteroidales	Prevotellaceae	0.11443679	F7_D240
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	Firmicutes	Clostridiales	Ruminococcaceae	0.151033479	F7_D240
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	Firmicutes	Clostridiales	Lachnospiraceae	0.088827929	F7_D240
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae	Bacteroidetes	Bacteroidales	Bacteroidaceae	0.010491028	F7_D240
Bacteria;Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae	Spirochaetes	Sphaerochaetales	Sphaerochaetaceae	0.022500554	F7_D240
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;RF16	Bacteroidetes	Bacteroidales	RF16	0.026530168	F7_D240
Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae	Firmicutes	Clostridiales	Veillonellaceae	0.021215206	F7_D240
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae	Bacteroidetes	Bacteroidales	Porphyromonadaceae	0.014980984	F7_D240
Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae	Spirochaetes	Spirochaetales	Spirochaetaceae	0.088338243	F7_D240
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae	Firmicutes	Clostridiales	Clostridiaceae	0.008175625	F7_D240
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;S24-7	Bacteroidetes	Bacteroidales	S24-7	0.013909669	F7_D240
Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae	Firmicutes	Erysipelotrichales	Erysipelotrichaceae	0.009524195	F7_D240
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae	Proteobacteria	Enterobacteriales	Enterobacteriaceae	0.001071938	F7_D240
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae	Firmicutes	Lactobacillales	Lactobacillaceae	0.023605481	F7_D240
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae	Fusobacteria	Fusobacteriales	Fusobacteriaceae	0.000294594	F7_D240
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae	Bacteroidetes	Bacteroidales	Odoribacteraceae	2.80989E-05	F7_D240
Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae	Firmicutes	Clostridiales	Christensenellaceae	0.013027132	F7_D240
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae	Firmicutes	Lactobacillales	Streptococcaceae	0.015930834	F7_D240
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;BS11	Bacteroidetes	Bacteroidales	BS11	0.007501252	F7_D240
Bacteria;Verrucomicrobia;Verruco-5;WCHB1-41;RFP12	Verrucomicrobia	WCHB1-41	RFP12	0.012695281	F7_D240
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae	Proteobacteria	Pasteurellales	Pasteurellaceae	1.74284E-05	F7_D240
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae	Firmicutes	Clostridiales	Peptostreptococcaceae	0.000855416	F7_D240
Bacteria;Firmicutes;Bacilli;Turicibacterales;Turicibacteraceae	Firmicutes	Turicibacterales	Turicibacteraceae	0.001335498	F7_D240
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae	Actinobacteria	Actinomycetales	Microbacteriaceae	1.07594E-05	F7_D240
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae	Firmicutes	Bacillales	Bacillaceae	1.06705E-06	F7_D240
Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae	Firmicutes	Lactobacillales	Leuconostocaceae	6.75796E-06	F7_D240
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae	Proteobacteria	Desulfovibrionales	Desulfovibrionaceae	0.002097192	F7_D240
Bacteria;Thermi;Deinococci;Thermales;Thermaceae	Thermi	Thermales	Thermaceae	3.82358E-06	F7_D240
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae	Proteobacteria	Campylobacterales	Campylobacteraceae	0.001904145	F7_D240
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae	Proteobacteria	Campylobacterales	Helicobacteraceae	0.000505158	F7_D240
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;p-2534-18B5	Bacteroidetes	Bacteroidales	p-2534-18B5	0.00550534	F7_D240
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae	Proteobacteria	Pseudomonadales	Pseudomonadaceae	2.13409E-06	F7_D240
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae	Proteobacteria	Burkholderiales	Alcaligenaceae	0.00298542	F7_D240
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae	Bacteroidetes	Bacteroidales	Rikenellaceae	0.000290415	F7_D240
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae	Bacteroidetes	Bacteroidales	Barnesiellaceae	2.66762E-07	F7_D240
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae	Verrucomicrobia	Verrucomicrobiales	Verrucomicrobiaceae	0.000176063	F7_D240
Bacteria;Firmicutes;Clostridia;Clostridiales;Tissierellaceae	Firmicutes	Clostridiales	Tissierellaceae	2.85435E-05	F7_D240
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae	Proteobacteria	Oceanospirillales	Halomonadaceae	0	F7_D240
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacteriaceae	Actinobacteria	Actinomycetales	Corynebacteriaceae	0.000153299	F7_D240
Bacteria;Tenericutes;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae	Tenericutes	Anaeroplasmatales	Anaeroplasmataceae	0.00289312	F7_D240
Bacteria;Firmicutes;Clostridia;Clostridiales;Mogibacteriaceae	Firmicutes	Clostridiales	Mogibacteriaceae	0.00703184	F7_D240
Bacteria;Firmicutes;Clostridia;Clostridiales;Dehalobacteriaceae	Firmicutes	Clostridiales	Dehalobacteriaceae	0.000291393	F7_D240
Others	Others	Others	Others	0.285629545	F7_D240
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae	Bacteroidetes	Bacteroidales	Paraprevotellaceae	0.003922226	F7_IC
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae	Bacteroidetes	Bacteroidales	Prevotellaceae	0.005071437	F7_IC
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	Firmicutes	Clostridiales	Ruminococcaceae	0.002362118	F7_IC
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	Firmicutes	Clostridiales	Lachnospiraceae	0.011286086	F7_IC
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae	Bacteroidetes	Bacteroidales	Bacteroidaceae	0.009699172	F7_IC
Bacteria;Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae	Spirochaetes	Sphaerochaetales	Sphaerochaetaceae	0.000742143	F7_IC
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;RF16	Bacteroidetes	Bacteroidales	RF16	0.00069619	F7_IC
Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae	Firmicutes	Clostridiales	Veillonellaceae	0.005727418	F7_IC
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae	Bacteroidetes	Bacteroidales	Porphyromonadaceae	0.001456586	F7_IC
Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae	Spirochaetes	Spirochaetales	Spirochaetaceae	0.000775969	F7_IC
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae	Firmicutes	Clostridiales	Clostridiaceae	0.395990412	F7_IC
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;S24-7	Bacteroidetes	Bacteroidales	S24-7	0.001063687	F7_IC
Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae	Firmicutes	Erysipelotrichales	Erysipelotrichaceae	0.001113087	F7_IC
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae	Proteobacteria	Enterobacteriales	Enterobacteriaceae	0.2110951	F7_IC
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae	Firmicutes	Lactobacillales	Lactobacillaceae	0.004342059	F7_IC
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae	Fusobacteria	Fusobacteriales	Fusobacteriaceae	0.043179466	F7_IC
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae	Bacteroidetes	Bacteroidales	Odoribacteraceae	2.14448E-05	F7_IC
Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae	Firmicutes	Clostridiales	Christensenellaceae	0.000113606	F7_IC
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae	Firmicutes	Lactobacillales	Streptococcaceae	0.002318718	F7_IC
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;BS11	Bacteroidetes	Bacteroidales	BS11	0.000431576	F7_IC
Bacteria;Verrucomicrobia;Verruco-5;WCHB1-41;RFP12	Verrucomicrobia	WCHB1-41	RFP12	0.000127648	F7_IC
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae	Proteobacteria	Pasteurellales	Pasteurellaceae	0.041942689	F7_IC
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae	Firmicutes	Clostridiales	Peptostreptococcaceae	0.054757354	F7_IC
Bacteria;Firmicutes;Bacilli;Turicibacterales;Turicibacteraceae	Firmicutes	Turicibacterales	Turicibacteraceae	0.021137669	F7_IC
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae	Actinobacteria	Actinomycetales	Microbacteriaceae	6.99508E-05	F7_IC
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae	Firmicutes	Bacillales	Bacillaceae	0.000314013	F7_IC
